ID,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QC14,QC15,QC16,QC17,QC18,QC19,QC20,QC21,QC22,QC23,QC24,QC25,QC26,QC27,QC28,QC29,QC30,QC31,QC32,QC33,QC34,QC35,QC36,QC37,QC38,QC39,QC40,QC41,QC42,QC43,QC44,QC45,QC46,QC47,QC48,QC49,QC50,QCTIME,CCLASSOverF,CCLASSOverU,CCLASSAllF,CCLASSAllU,CCLASSPIF,CCLASSPIU,CCLASSRWF,CCLASSRWU,CCLASSGenF,CCLASSGenU,CCLASSConF,CCLASSConU,CCLASSSophF,CCLASSSophU,CCLASSSEF,CCLASSSEU,CCLASSCCF,CCLASSCCU,CCLASSCLF,CCLASSCLU,CCLASSPerF,CCLASSPerU
152001281,4,4,4,3,5,3,3,3,4,5,5,4,3,5,3,3,0,4,5,3,4,5,3,4,4,3,4,4,4,5,4,4,5,3,2,3,2,2,4,4,3,4,4,4,2,5,3,2,4,3,9/5/13 10:47,47.72727273,20.45454545,51.42857143,14.28571429,16.66666667,0,25,0,60,10,75,0,28.57142857,28.57142857,66.66666667,11.11111111,28.57142857,14.28571429,0,57.14285714,100,0
150005248,2,4,3,4,4,2,1,4,2,4,3,2,5,3,2,4,4,5,5,2,3,4,2,2,2,1,5,4,3,5,4,5,5,4,1,5,2,2,3,4,2,4,3,4,5,4,1,1,4,1,9/5/13 23:05,84.44444444,2.222222222,88.88888889,0,100,0,75,0,90,0,100,0,100,0,88.88888889,0,100,0,100,0,66.66666667,0
152007350,4,4,5,3,5,3,2,2,4,4,4,3,4,4,2,4,4,4,5,2,2,3,2,4,4,2,5,3,5,4,4,5,3,4,2,5,2,2,2,4,1,4,4,4,4,3,2,2,4,2,9/6/13 8:46,71.11111111,13.33333333,75,8.333333333,66.66666667,0,100,0,90,0,100,0,42.85714286,28.57142857,88.88888889,0,71.42857143,14.28571429,28.57142857,42.85714286,83.33333333,0
151004095,4,4,2,2,4,5,5,5,5,1,2,3,5,5,4,2,3,4,5,5,2,3,2,3,4,4,4,1,2,4,4,5,5,5,2,3,3,3,4,2,3,4,1,3,2,4,5,1,4,4,9/6/13 17:59,33.33333333,46.66666667,36.11111111,41.66666667,33.33333333,50,25,25,50,50,50,50,0,85.71428571,77.77777778,11.11111111,0,57.14285714,0,71.42857143,33.33333333,33.33333333
152007408,4,4,5,3,5,1,4,2,5,3,4,3,5,4,4,5,4,3,3,3,3,5,1,2,5,5,4,3,5,5,4,3,5,2,2,5,4,3,1,5,2,5,3,5,2,5,3,3,5,2,9/6/13 18:05,51.11111111,22.22222222,52.77777778,19.44444444,50,16.66666667,50,25,40,10,25,0,57.14285714,14.28571429,55.55555556,11.11111111,42.85714286,42.85714286,28.57142857,42.85714286,100,0
138009355,4,3,4,2,5,4,3,4,4,2,3,1,5,5,3,3,4,4,5,3,3,4,0,0,0,0,0,0,0,0,1,1,3,4,3,3,2,3,2,3,3,4,2,4,3,4,1,1,3,3,9/6/13 21:22,NA,NA,NA,NA,40,20,25,25,37.5,0,75,0,NA,NA,57.14285714,0,16.66666667,16.66666667,40,40,40,0
151003766,4,4,4,4,2,2,1,2,4,3,4,2,3,4,2,4,4,4,5,2,2,3,3,2,3,2,4,3,3,4,4,3,5,4,1,3,4,3,4,3,3,3,3,5,3,5,1,2,2,3,9/7/13 16:34,55.55555556,11.11111111,61.11111111,8.333333333,50,0,25,0,60,10,75,0,42.85714286,0,55.55555556,11.11111111,57.14285714,14.28571429,71.42857143,14.28571429,83.33333333,0
153004719,4,4,3,2,4,3,2,3,4,4,3,4,5,4,2,3,3,4,4,3,3,4,2,3,4,2,5,4,3,4,4,4,4,5,1,3,2,1,4,4,2,2,3,4,4,3,2,2,5,2,9/7/13 17:09,55.55555556,17.77777778,58.33333333,13.88888889,50,16.66666667,50,0,90,0,100,0,57.14285714,14.28571429,66.66666667,11.11111111,71.42857143,0,28.57142857,42.85714286,50,0
151005994,4,3,3,2,4,3,2,3,4,2,3,4,3,5,3,3,3,2,2,4,4,3,4,4,5,3,2,3,2,3,4,4,4,3,2,3,4,4,2,3,3,1,1,3,5,3,4,2,3,3,9/7/13 18:15,11.11111111,44.44444444,8.333333333,41.66666667,0,16.66666667,0,25,0,40,0,75,0,42.85714286,11.11111111,44.44444444,14.28571429,42.85714286,14.28571429,71.42857143,16.66666667,16.66666667
151001113,5,5,5,2,5,3,4,2,5,5,5,5,4,5,1,4,5,3,5,3,2,5,2,5,5,5,5,3,5,5,4,3,5,4,3,5,3,1,5,4,1,5,3,5,5,5,1,1,3,1,9/7/13 19:20,60,20,63.88888889,19.44444444,66.66666667,16.66666667,75,0,70,0,75,0,42.85714286,28.57142857,77.77777778,11.11111111,42.85714286,28.57142857,14.28571429,71.42857143,100,0
153002842,3,4,5,3,4,2,2,2,4,4,4,5,2,1,4,2,4,3,5,2,2,4,2,2,2,2,4,3,2,4,4,4,4,3,4,4,3,2,2,4,4,4,2,4,2,4,5,1,2,4,9/7/13 20:24,55.55555556,31.11111111,55.55555556,27.77777778,16.66666667,33.33333333,25,50,40,40,50,25,57.14285714,28.57142857,77.77777778,22.22222222,57.14285714,28.57142857,57.14285714,28.57142857,83.33333333,16.66666667
153003316,5,2,3,5,5,5,2,3,5,4,2,3,5,5,3,4,3,5,5,3,5,4,5,3,5,3,5,2,5,5,4,3,5,5,3,4,5,1,4,2,1,3,4,5,5,5,3,1,5,5,9/8/13 9:45,46.66666667,28.88888889,52.77777778,27.77777778,83.33333333,16.66666667,100,0,40,40,50,25,0,71.42857143,66.66666667,11.11111111,28.57142857,42.85714286,14.28571429,42.85714286,50,33.33333333
153000153,2,2,4,3,3,2,1,4,0,4,3,3,2,1,2,3,3,4,4,4,3,4,2,3,4,2,2,4,3,4,4,2,3,3,2,3,2,3,3,4,3,2,1,2,3,3,2,3,4,2,9/8/13 11:26,45.45454545,18.18181818,38.88888889,19.44444444,16.66666667,16.66666667,0,25,90,0,100,0,71.42857143,14.28571429,22.22222222,33.33333333,71.42857143,0,57.14285714,14.28571429,0,33.33333333
152007561,2,4,3,3,1,1,2,1,1,2,2,1,5,2,3,2,3,2,4,2,1,2,1,1,1,1,5,2,2,4,4,1,3,2,1,2,1,1,1,4,1,3,2,4,3,3,1,2,5,2,9/8/13 11:28,62.22222222,20,61.11111111,22.22222222,16.66666667,66.66666667,25,75,70,20,75,25,85.71428571,14.28571429,77.77777778,0,85.71428571,0,100,0,33.33333333,33.33333333
151005002,4,4,4,3,4,2,1,3,4,5,3,4,5,4,2,4,3,4,4,4,2,2,4,2,4,2,5,4,4,5,4,2,5,5,1,4,1,1,4,4,2,4,2,4,4,5,2,1,4,2,9/8/13 11:30,73.33333333,20,80.55555556,11.11111111,83.33333333,0,75,25,100,0,100,0,85.71428571,14.28571429,100,0,100,0,57.14285714,42.85714286,66.66666667,0
151002469,3,3,2,2,3,3,2,2,4,4,4,4,4,4,2,4,2,4,4,3,3,3,2,3,4,2,4,3,4,4,4,2,4,4,2,4,2,2,2,4,3,3,3,4,2,3,1,1,5,1,9/8/13 11:32,55.55555556,17.77777778,61.11111111,11.11111111,66.66666667,16.66666667,50,0,80,0,100,0,42.85714286,14.28571429,66.66666667,0,71.42857143,0,28.57142857,28.57142857,66.66666667,16.66666667
150007022,3,4,3,4,1,1,3,4,4,3,4,1,3,2,3,4,4,3,1,4,4,5,3,3,1,5,4,4,3,3,3,2,2,5,4,3,5,2,2,3,4,4,0,1,3,4,2,3,2,4,9/8/13 11:32,40.90909091,27.27272727,42.85714286,25.71428571,66.66666667,0,33.33333333,33.33333333,20,40,25,25,57.14285714,14.28571429,44.44444444,33.33333333,28.57142857,28.57142857,57.14285714,0,50,33.33333333
153001662,3,2,3,2,4,4,3,3,3,2,2,4,4,4,3,3,3,3,4,3,3,2,3,4,4,2,4,2,2,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,4,3,3,3,9/8/13 11:33,11.11111111,28.88888889,13.88888889,30.55555556,16.66666667,33.33333333,0,0,10,30,25,50,0,85.71428571,44.44444444,0,14.28571429,28.57142857,0,71.42857143,0,50
152007282,2,5,5,4,5,1,1,3,4,3,5,5,5,2,3,5,5,5,4,1,1,3,1,4,3,1,5,5,4,4,4,3,5,5,1,5,2,1,1,5,1,4,3,5,5,4,1,1,5,2,9/8/13 11:33,82.22222222,6.666666667,86.11111111,5.555555556,100,0,75,0,90,0,100,0,71.42857143,14.28571429,100,0,71.42857143,14.28571429,57.14285714,28.57142857,100,0
152000653,5,4,3,2,4,4,4,3,3,4,3,4,4,4,2,4,3,5,4,4,4,3,1,4,4,2,4,2,2,4,4,2,3,3,3,4,3,2,2,3,3,2,2,0,3,2,3,2,4,4,9/8/13 11:35,34.09090909,36.36363636,37.14285714,40,50,33.33333333,25,25,50,30,50,0,0,71.42857143,66.66666667,33.33333333,28.57142857,57.14285714,0,85.71428571,20,20
150005595,4,4,5,1,5,3,4,2,5,5,5,1,5,4,2,4,2,5,5,4,2,4,1,1,2,2,4,3,1,5,4,3,5,4,2,5,3,2,4,4,2,4,1,4,4,3,2,1,4,3,9/8/13 11:36,66.66666667,20,69.44444444,16.66666667,66.66666667,16.66666667,75,25,80,0,100,0,57.14285714,0,88.88888889,0,42.85714286,14.28571429,57.14285714,28.57142857,66.66666667,33.33333333
151000295,3,4,3,2,3,3,3,3,4,1,3,4,3,4,3,2,3,3,3,4,3,4,3,4,4,3,4,3,3,3,4,3,3,3,2,0,3,3,3,2,3,3,3,3,2,3,3,2,3,3,9/8/13 11:38,11.36363636,22.72727273,8.571428571,17.14285714,0,40,0,0,0,10,0,25,0,42.85714286,22.22222222,0,0,14.28571429,0,42.85714286,16.66666667,0
150005813,3,5,4,5,4,3,1,3,3,3,4,2,5,4,5,5,4,4,5,1,1,3,2,2,1,2,4,4,5,5,4,1,4,4,2,5,5,1,4,4,1,3,0,5,5,4,1,1,4,2,9/8/13 11:39,81.81818182,6.818181818,85.71428571,5.714285714,100,0,100,0,90,10,100,0,85.71428571,0,88.88888889,0,57.14285714,28.57142857,71.42857143,0,100,0
150005902,5,3,4,2,4,3,2,2,3,4,4,5,2,1,2,2,4,4,5,5,2,1,5,5,3,0,4,1,3,5,4,1,5,4,4,2,4,3,3,5,3,4,4,2,2,4,1,3,2,2,9/8/13 11:42,45.45454545,36.36363636,48.57142857,31.42857143,16.66666667,83.33333333,50,25,80,20,100,0,42.85714286,28.57142857,50,25,42.85714286,28.57142857,28.57142857,42.85714286,50,16.66666667
151007493,2,4,5,4,5,3,2,1,5,5,4,2,4,4,1,5,3,4,4,3,3,4,1,2,4,1,5,3,3,4,4,1,5,4,1,5,2,5,4,4,4,3,4,5,1,5,2,1,5,1,9/8/13 11:42,71.11111111,13.33333333,75,8.333333333,83.33333333,0,75,25,80,0,100,0,57.14285714,14.28571429,66.66666667,11.11111111,71.42857143,14.28571429,71.42857143,14.28571429,66.66666667,0
150004091,4,4,3,2,3,3,2,2,3,3,2,3,4,3,3,2,3,2,3,3,3,2,0,2,3,1,3,2,2,4,4,3,4,3,2,4,2,1,2,3,2,3,4,4,4,3,2,2,2,3,9/8/13 11:47,38.63636364,20.45454545,41.66666667,22.22222222,33.33333333,50,75,0,20,30,25,25,28.57142857,14.28571429,44.44444444,11.11111111,57.14285714,0,42.85714286,14.28571429,50,33.33333333
150002946,3,4,3,4,5,3,2,3,2,3,2,1,5,3,2,5,5,4,5,1,1,2,3,3,3,2,4,4,2,5,4,2,4,5,1,5,5,1,5,5,1,3,0,5,4,5,1,1,5,2,9/8/13 11:48,72.72727273,9.090909091,77.14285714,8.571428571,100,0,100,0,100,0,100,0,57.14285714,0,88.88888889,0,57.14285714,14.28571429,42.85714286,0,66.66666667,33.33333333
151000395,4,3,5,4,5,3,2,2,4,5,4,3,3,4,2,3,3,3,4,4,2,4,3,4,3,2,4,4,3,4,4,3,4,4,3,5,4,3,4,4,2,3,4,3,3,3,4,3,3,3,9/8/13 11:51,40,15.55555556,44.44444444,11.11111111,66.66666667,0,100,0,60,10,50,25,28.57142857,28.57142857,33.33333333,0,28.57142857,28.57142857,14.28571429,42.85714286,33.33333333,0
150007592,4,4,3,3,3,2,4,1,3,4,4,2,4,5,3,2,2,4,3,3,2,5,4,4,4,2,4,2,4,4,4,1,4,3,3,4,5,2,5,3,4,4,0,4,4,5,2,2,4,3,9/8/13 11:53,52.27272727,25,57.14285714,25.71428571,33.33333333,33.33333333,33.33333333,33.33333333,50,10,50,0,28.57142857,42.85714286,100,0,28.57142857,42.85714286,42.85714286,57.14285714,83.33333333,16.66666667
150009880,1,4,5,5,3,4,2,1,4,2,5,2,4,2,2,5,5,4,5,2,1,5,2,3,3,1,2,5,3,4,4,3,4,4,2,5,2,3,1,5,1,4,4,3,3,3,1,1,4,1,9/8/13 11:54,75.55555556,6.666666667,77.77777778,5.555555556,100,0,100,0,100,0,100,0,57.14285714,14.28571429,66.66666667,11.11111111,57.14285714,14.28571429,57.14285714,14.28571429,66.66666667,0
153000176,2,4,5,4,4,2,2,3,4,4,4,3,3,4,2,4,4,4,5,2,1,2,3,2,4,2,4,3,2,4,4,3,4,4,1,4,2,3,3,4,2,3,4,4,5,4,2,1,3,3,9/8/13 11:55,68.88888889,11.11111111,75,5.555555556,66.66666667,0,100,0,70,0,100,0,57.14285714,14.28571429,55.55555556,0,71.42857143,0,71.42857143,14.28571429,83.33333333,16.66666667
151000395,4,4,3,4,5,4,2,3,4,5,4,3,4,5,2,3,4,4,4,4,4,4,3,5,4,3,4,5,4,4,4,4,4,5,4,4,3,3,4,4,2,3,4,5,2,4,4,1,4,2,9/8/13 11:56,55.55555556,26.66666667,66.66666667,16.66666667,83.33333333,0,100,0,80,20,75,25,42.85714286,57.14285714,55.55555556,11.11111111,42.85714286,28.57142857,14.28571429,71.42857143,100,0
150009154,4,3,4,4,2,4,4,4,4,2,3,5,4,4,4,3,2,4,1,4,3,4,4,4,4,4,4,1,3,3,4,5,4,3,2,4,4,3,2,1,4,1,4,4,5,3,5,2,4,5,9/8/13 11:57,31.11111111,48.88888889,27.77777778,47.22222222,50,16.66666667,50,25,20,60,25,75,0,100,44.44444444,22.22222222,0,85.71428571,0,100,33.33333333,16.66666667
152009139,3,4,5,2,4,4,1,5,4,4,3,5,4,4,3,5,3,4,4,2,2,4,2,4,3,2,4,3,3,5,4,2,5,4,3,5,3,2,2,3,2,4,2,4,4,3,2,2,4,3,9/8/13 12:00,57.77777778,15.55555556,55.55555556,13.88888889,66.66666667,16.66666667,75,25,60,0,75,0,14.28571429,28.57142857,88.88888889,0,28.57142857,28.57142857,28.57142857,42.85714286,50,0
150004413,3,3,3,1,3,2,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/8/13 12:00,8.888888889,2.222222222,11.11111111,2.777777778,16.66666667,16.66666667,0,0,10,0,0,0,14.28571429,0,11.11111111,0,42.85714286,0,28.57142857,0,0,0
150003605,4,5,5,3,3,4,2,4,4,5,4,4,4,4,3,3,2,3,4,4,4,3,2,3,3,4,3,4,3,3,4,4,4,3,4,3,4,2,4,4,3,3,4,3,4,3,2,2,3,2,9/8/13 12:00,35.55555556,26.66666667,36.11111111,19.44444444,33.33333333,0,25,0,50,10,75,0,57.14285714,14.28571429,33.33333333,22.22222222,42.85714286,28.57142857,28.57142857,42.85714286,50,16.66666667
150003813,4,4,3,3,4,3,2,4,4,5,4,2,5,5,1,3,4,5,4,3,3,3,4,3,3,2,5,4,4,5,4,4,5,5,2,5,3,1,4,4,2,4,3,4,1,4,1,1,4,2,9/8/13 12:02,62.22222222,13.33333333,75,2.777777778,66.66666667,0,75,0,90,0,100,0,57.14285714,0,88.88888889,0,57.14285714,0,42.85714286,14.28571429,100,0
151001047,4,5,5,3,3,3,2,3,5,3,4,4,4,4,1,3,4,4,5,3,2,3,3,3,4,2,4,3,4,4,4,1,4,3,2,5,3,2,4,4,2,3,1,4,4,2,2,3,3,2,9/8/13 12:03,55.55555556,15.55555556,58.33333333,13.88888889,33.33333333,0,50,25,80,0,100,0,42.85714286,14.28571429,55.55555556,11.11111111,57.14285714,0,28.57142857,42.85714286,100,0
149009715,3,4,4,4,5,2,1,3,4,4,4,2,5,5,2,4,4,4,5,3,2,4,2,3,3,4,4,4,3,5,4,3,4,4,5,5,2,2,3,4,1,2,1,4,3,3,3,2,4,2,9/8/13 12:04,66.66666667,13.33333333,75,8.333333333,100,0,75,25,90,0,75,0,57.14285714,0,66.66666667,22.22222222,85.71428571,0,42.85714286,0,83.33333333,0
150004959,4,4,4,3,3,3,3,3,4,5,3,3,5,4,3,3,3,4,5,4,4,3,2,3,4,3,5,3,3,5,4,3,4,4,3,3,4,2,5,5,3,5,4,3,3,4,3,2,3,3,9/8/13 12:07,35.55555556,15.55555556,38.88888889,11.11111111,33.33333333,0,50,0,40,10,75,0,14.28571429,14.28571429,66.66666667,11.11111111,14.28571429,14.28571429,0,28.57142857,33.33333333,0
152009223,4,4,4,4,5,4,4,4,5,5,4,3,5,5,3,4,3,4,4,3,3,4,3,3,3,2,5,3,4,4,4,5,4,4,3,3,3,2,3,3,3,3,4,4,2,3,3,2,3,2,9/8/13 12:08,44.44444444,15.55555556,50,8.333333333,66.66666667,0,50,0,40,0,50,0,14.28571429,14.28571429,55.55555556,0,28.57142857,28.57142857,0,42.85714286,83.33333333,0
152004838,5,4,2,3,3,5,4,3,4,3,5,3,5,5,5,4,4,5,5,5,2,1,5,5,5,3,4,2,4,5,4,5,5,5,3,5,5,5,4,5,3,4,1,5,5,5,5,4,5,3,9/8/13 12:10,44.44444444,42.22222222,52.77777778,33.33333333,66.66666667,16.66666667,50,25,60,30,75,25,14.28571429,71.42857143,66.66666667,22.22222222,0,85.71428571,0,85.71428571,100,0
150004514,2,4,5,4,5,5,5,3,4,4,4,5,5,4,3,4,4,4,5,4,2,5,4,3,4,3,5,4,4,4,4,5,5,0,3,4,4,2,4,1,1,5,0,5,4,3,2,1,5,1,9/8/13 12:11,62.79069767,25.58139535,70.58823529,17.64705882,100,0,NA,NA,80,10,75,25,42.85714286,42.85714286,77.77777778,0,28.57142857,42.85714286,28.57142857,57.14285714,100,0
151004891,5,3,4,3,3,4,2,3,4,5,4,1,4,5,5,4,2,5,4,4,4,5,4,2,4,2,4,3,4,4,4,5,5,3,1,4,3,1,3,4,3,4,3,3,2,3,2,2,3,2,9/8/13 12:13,51.11111111,26.66666667,55.55555556,16.66666667,50,0,25,0,60,20,100,0,57.14285714,28.57142857,66.66666667,11.11111111,57.14285714,28.57142857,57.14285714,42.85714286,50,16.66666667
151008209,3,3,1,2,5,3,3,3,2,2,3,1,5,5,4,3,4,4,2,2,1,2,1,1,0,1,5,4,3,5,4,3,3,3,1,4,5,1,1,3,2,3,0,3,3,4,1,1,5,3,9/8/13 12:16,48.8372093,16.27906977,50,11.76470588,50,16.66666667,66.66666667,0,60,20,50,25,50,0,88.88888889,0,28.57142857,28.57142857,50,0,16.66666667,0
153001329,4,3,5,4,5,3,1,0,4,1,3,3,5,5,1,3,5,4,4,3,5,4,3,3,3,4,5,5,4,4,4,4,5,5,5,4,4,4,3,5,5,3,1,5,5,5,2,1,4,3,9/8/13 12:16,51.11111111,24.44444444,55.55555556,19.44444444,83.33333333,0,50,50,80,10,100,0,42.85714286,0,55.55555556,33.33333333,28.57142857,28.57142857,28.57142857,14.28571429,66.66666667,0
151006007,4,4,5,3,4,2,2,3,5,3,3,5,4,5,2,3,4,4,5,3,2,4,3,5,4,2,4,3,4,4,4,4,5,3,2,4,2,1,2,4,2,3,2,4,3,4,3,2,3,2,9/8/13 12:17,57.77777778,17.77777778,63.88888889,13.88888889,33.33333333,0,50,25,70,0,75,0,42.85714286,28.57142857,77.77777778,0,85.71428571,14.28571429,28.57142857,57.14285714,83.33333333,0
153001855,3,1,4,2,5,2,2,2,2,4,3,4,5,3,2,4,4,4,5,3,2,4,2,3,3,3,4,5,4,5,4,3,4,4,1,4,1,1,3,4,2,4,2,4,5,4,1,1,5,1,9/8/13 12:19,73.33333333,8.888888889,75,11.11111111,83.33333333,16.66666667,75,25,100,0,100,0,71.42857143,0,88.88888889,0,85.71428571,0,42.85714286,14.28571429,66.66666667,16.66666667
151000574,3,4,3,3,4,2,2,3,4,3,4,3,5,4,3,3,3,3,4,2,2,3,3,2,3,3,4,3,3,3,4,3,4,3,2,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,9/8/13 12:20,31.11111111,4.444444444,33.33333333,0,16.66666667,0,0,0,30,0,50,0,42.85714286,0,33.33333333,0,42.85714286,0,57.14285714,0,66.66666667,0
151003174,5,3,4,1,3,5,5,2,3,1,2,5,5,5,4,1,1,2,3,2,3,1,3,5,4,3,2,1,1,2,4,5,2,1,1,1,2,2,1,1,5,1,1,2,2,1,5,4,1,5,9/8/13 12:21,13.33333333,73.33333333,8.333333333,80.55555556,16.66666667,83.33333333,0,100,0,80,0,75,0,100,22.22222222,55.55555556,28.57142857,71.42857143,0,100,0,83.33333333
152004701,4,3,3,2,3,2,2,4,5,4,2,3,3,5,2,4,3,4,3,3,2,3,3,3,4,2,4,3,2,3,4,3,4,3,2,3,2,2,2,3,3,1,3,3,1,3,2,2,3,2,9/8/13 12:21,33.33333333,20,38.88888889,16.66666667,16.66666667,16.66666667,0,0,50,0,50,0,42.85714286,14.28571429,55.55555556,11.11111111,85.71428571,0,42.85714286,28.57142857,16.66666667,33.33333333
152001486,2,4,2,3,3,2,2,3,2,4,4,2,4,3,4,4,4,4,4,2,2,3,2,2,3,2,4,4,3,3,4,3,3,3,2,4,2,1,2,2,2,4,3,3,3,4,2,1,4,2,9/8/13 12:21,66.66666667,6.666666667,72.22222222,5.555555556,66.66666667,0,50,0,70,20,75,25,71.42857143,14.28571429,100,0,85.71428571,14.28571429,85.71428571,0,50,0
151007581,5,4,3,2,4,2,2,4,4,4,3,4,5,5,2,2,3,4,4,2,4,4,2,4,5,2,5,2,2,3,4,3,5,1,2,2,2,2,4,3,4,2,2,3,4,4,3,2,3,2,9/8/13 12:21,44.44444444,35.55555556,41.66666667,38.88888889,16.66666667,83.33333333,0,100,40,20,50,0,28.57142857,42.85714286,66.66666667,22.22222222,85.71428571,14.28571429,28.57142857,57.14285714,33.33333333,16.66666667
150002427,4,4,5,3,3,4,3,2,4,4,3,3,4,5,2,4,4,4,4,3,3,3,2,2,3,2,4,3,3,4,4,3,4,4,2,4,3,2,2,4,4,3,3,4,3,4,2,3,4,2,9/8/13 12:24,53.33333333,11.11111111,58.33333333,8.333333333,66.66666667,0,50,25,80,0,100,0,57.14285714,14.28571429,66.66666667,0,57.14285714,14.28571429,28.57142857,28.57142857,66.66666667,0
