ID,QP1,QP2,QP3,QP4,QP5,QP6,QP7,QP8,QP9,QP10,QP11,QP12,QP13,QP14,QP15,QP16,QP17,QP18,QP19,QP20,QP21,QP22,QP23,QP24,QP25,QP26,QP27,QP28,QP29,QP30,QP31,QP32,QP33,QP34,QP35,QP36,QP37,QP38,QP39,QP40,QP41,QP42,QPTIME,PCLASSOverF,PCLASSOverU,PCLASSAllF,PCLASSAllU,PCLASSPIF,PCLASSPIU,PCLASSRWF,PCLASSRWU,PCLASSGenF,PCLASSGenU,PCLASSConF,PCLASSConU,PCLASSSophF,PCLASSSophU,PCLASSSEF,PCLASSSEU,PCLASSCUF,PCLASSCUU,PCLASSACF,PCLASSACU
151000908,4,3,3,4,2,1,1,5,5,1,3,5,3,4,5,1,1,5,5,1,4,3,1,5,3,4,3,5,2,4,4,2,4,1,2,5,4,1,4,5,5,4,9/4/13 15:11,55.55555556,25,57.69230769,23.07692308,50,0,100,0,37.5,37.5,25,75,16.66666667,50,85.71428571,0,50,33.33333333,28.57142857,57.14285714
150006156,2,4,5,3,2,3,3,5,4,1,5,2,1,5,2,4,3,3,4,1,3,2,1,4,3,4,3,4,1,5,0,2,3,5,4,5,4,4,4,1,5,3,9/4/13 15:40,72.22222222,8.333333333,73.07692308,11.53846154,83.33333333,0,75,25,62.5,12.5,75,25,66.66666667,0,85.71428571,0,66.66666667,0,57.14285714,14.28571429
152009249,3,4,4,4,3,3,3,3,4,3,3,4,3,4,3,3,3,4,3,2,2,4,2,4,3,4,3,3,2,4,4,2,3,3,2,3,3,2,3,2,3,3,9/4/13 15:45,36.11111111,11.11111111,38.46153846,3.846153846,50,0,50,0,25,0,25,0,33.33333333,16.66666667,42.85714286,0,33.33333333,0,28.57142857,14.28571429
154007338,3,5,5,5,1,1,4,2,5,1,5,3,3,4,4,5,1,3,3,1,1,1,2,5,5,5,4,5,1,5,4,1,3,4,1,4,4,3,4,1,4,5,9/4/13 15:50,80.55555556,2.777777778,92.30769231,0,100,0,100,0,87.5,0,100,0,100,0,100,0,66.66666667,0,85.71428571,0
152008638,4,4,3,4,3,3,3,5,1,2,5,5,3,5,3,4,4,3,5,2,5,3,2,4,5,5,4,5,1,4,4,1,5,4,3,2,2,3,3,4,3,3,9/4/13 16:15,44.44444444,25,42.30769231,23.07692308,83.33333333,0,50,25,50,12.5,50,25,33.33333333,33.33333333,57.14285714,14.28571429,16.66666667,33.33333333,0,57.14285714
151002146,4,4,4,5,2,1,4,3,4,1,5,5,4,3,4,4,2,5,2,4,3,2,2,5,2,4,1,4,1,5,4,1,5,4,1,3,4,4,4,3,4,3,9/4/13 16:28,63.88888889,19.44444444,65.38461538,11.53846154,66.66666667,16.66666667,100,0,50,25,75,0,50,16.66666667,71.42857143,0,50,33.33333333,42.85714286,14.28571429
150008512,4,5,5,4,5,4,3,4,3,2,5,5,5,5,4,5,3,2,4,3,2,4,2,5,4,5,1,5,3,5,4,1,5,2,1,2,5,5,5,2,3,4,9/4/13 18:00,66.66666667,25,69.23076923,30.76923077,100,0,100,0,75,25,75,25,50,50,85.71428571,14.28571429,33.33333333,66.66666667,28.57142857,71.42857143
152009139,1,5,2,5,3,3,2,5,4,2,4,3,2,5,4,1,1,2,3,1,4,2,3,4,4,4,2,4,1,4,4,2,2,3,2,4,2,3,3,2,3,3,9/4/13 18:08,61.11111111,13.88888889,57.69230769,19.23076923,83.33333333,16.66666667,75,25,62.5,12.5,50,25,50,16.66666667,57.14285714,0,50,16.66666667,42.85714286,28.57142857
154000107,2,4,5,3,2,1,1,4,3,1,5,4,1,1,4,5,1,1,4,2,3,2,1,4,5,5,1,5,1,5,4,1,1,4,1,2,5,5,4,3,5,4,9/4/13 18:27,83.33333333,11.11111111,80.76923077,11.53846154,83.33333333,16.66666667,100,0,87.5,0,75,0,66.66666667,0,85.71428571,14.28571429,83.33333333,0,57.14285714,14.28571429
152000780,4,4,2,4,3,1,3,4,3,3,4,5,2,4,4,5,2,3,4,1,4,3,1,4,1,3,5,3,1,5,4,2,5,3,1,3,2,3,4,1,3,4,9/4/13 18:51,52.77777778,22.22222222,53.84615385,23.07692308,50,33.33333333,50,25,62.5,12.5,75,0,16.66666667,33.33333333,85.71428571,0,50,33.33333333,28.57142857,42.85714286
151000285,5,5,5,3,3,2,4,5,5,1,5,5,1,5,5,5,3,4,5,2,2,2,2,2,4,5,5,5,2,4,4,2,2,4,3,3,5,3,4,2,3,3,9/4/13 19:04,66.66666667,16.66666667,73.07692308,11.53846154,100,0,75,0,87.5,0,100,0,83.33333333,0,57.14285714,14.28571429,66.66666667,16.66666667,57.14285714,28.57142857
145008394,3,4,2,5,5,3,3,5,3,3,0,3,3,4,2,4,2,4,2,3,3,4,4,2,4,4,2,0,2,2,4,2,4,3,2,2,4,3,4,2,3,4,9/4/13 19:13,41.17647059,32.35294118,41.66666667,37.5,50,50,66.66666667,33.33333333,62.5,12.5,50,25,33.33333333,33.33333333,50,50,16.66666667,16.66666667,14.28571429,42.85714286
152008111,2,2,5,4,3,4,5,5,4,1,5,5,2,4,1,5,4,1,5,5,4,5,1,5,5,5,2,4,1,5,4,2,4,1,3,4,1,5,4,2,5,4,9/4/13 20:48,63.88888889,30.55555556,65.38461538,26.92307692,100,0,50,25,75,25,50,50,33.33333333,50,100,0,50,33.33333333,28.57142857,57.14285714
150007402,3,5,2,5,3,3,4,4,3,3,5,5,4,4,3,2,2,3,3,2,4,3,4,3,4,4,3,4,5,0,3,4,4,3,4,4,4,4,4,3,4,4,9/4/13 20:51,37.14285714,28.57142857,36,32,80,20,66.66666667,33.33333333,37.5,25,0,25,16.66666667,16.66666667,57.14285714,28.57142857,0,50,0,28.57142857
150001995,2,5,5,3,4,2,3,3,1,1,5,4,2,4,4,2,1,3,4,2,5,4,2,4,4,3,1,4,2,4,4,2,4,3,1,3,4,3,2,2,5,3,9/4/13 20:59,63.88888889,16.66666667,61.53846154,19.23076923,100,0,100,0,50,12.5,50,25,33.33333333,50,57.14285714,14.28571429,66.66666667,33.33333333,42.85714286,42.85714286
152003381,4,3,4,4,3,1,3,5,2,1,5,5,1,3,4,5,2,3,4,2,3,4,4,4,4,5,1,5,2,4,4,1,2,2,2,3,4,4,4,3,3,3,9/4/13 21:06,61.11111111,16.66666667,57.69230769,19.23076923,83.33333333,0,100,0,62.5,12.5,50,25,16.66666667,33.33333333,57.14285714,14.28571429,50,16.66666667,14.28571429,42.85714286
153002455,5,4,3,5,3,4,3,4,3,3,5,5,5,4,4,2,2,1,4,5,5,4,2,5,1,4,4,5,1,3,4,1,1,2,1,3,4,3,3,4,5,4,9/4/13 21:19,44.44444444,36.11111111,42.30769231,38.46153846,50,16.66666667,75,0,37.5,62.5,25,75,0,83.33333333,71.42857143,0,16.66666667,66.66666667,0,85.71428571
146007085,3,2,4,4,3,3,3,3,2,2,4,4,4,3,4,4,3,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/5/13 0:37,19.44444444,11.11111111,23.07692308,7.692307692,33.33333333,16.66666667,0,0,25,25,50,0,0,16.66666667,42.85714286,0,0,16.66666667,0,0
151006644,1,5,4,5,2,1,1,4,4,1,5,5,4,5,5,3,1,5,5,1,2,4,1,5,5,5,4,5,1,5,4,1,2,5,1,5,4,1,4,2,5,5,9/5/13 2:07,77.77777778,19.44444444,84.61538462,11.53846154,100,0,100,0,75,12.5,75,0,83.33333333,16.66666667,100,0,83.33333333,16.66666667,71.42857143,28.57142857
145002276,4,4,4,5,5,2,3,4,5,2,5,5,1,5,4,4,1,2,5,2,2,4,1,5,4,5,2,5,2,4,4,2,4,4,1,4,4,2,5,1,3,4,9/5/13 9:35,83.33333333,16.66666667,84.61538462,15.38461538,100,0,100,0,100,0,100,0,66.66666667,33.33333333,100,0,66.66666667,33.33333333,42.85714286,57.14285714
153000277,2,3,2,4,1,4,5,4,3,0,4,5,4,5,5,4,3,3,3,1,2,3,1,5,5,3,5,5,1,4,4,1,1,4,2,4,2,3,5,1,4,4,9/5/13 10:00,60,20,73.07692308,19.23076923,83.33333333,16.66666667,75,25,75,12.5,100,0,83.33333333,0,100,0,66.66666667,33.33333333,57.14285714,28.57142857
150009946,5,5,3,5,2,3,5,3,5,2,5,5,4,5,5,5,1,1,5,1,3,4,1,5,4,5,5,5,1,5,4,1,1,3,1,5,5,3,4,2,4,5,9/5/13 17:32,69.44444444,13.88888889,69.23076923,11.53846154,83.33333333,0,100,0,75,12.5,75,0,50,16.66666667,100,0,33.33333333,33.33333333,28.57142857,28.57142857
145004925,4,5,4,4,5,5,2,5,3,1,3,2,1,3,5,5,1,5,4,2,1,3,1,5,2,4,3,4,1,5,4,1,4,5,1,5,4,1,4,1,4,4,9/5/13 21:21,69.44444444,19.44444444,69.23076923,19.23076923,50,16.66666667,100,0,87.5,12.5,100,0,50,33.33333333,85.71428571,0,50,50,28.57142857,57.14285714
153004280,5,3,4,1,3,1,5,5,4,3,2,4,2,5,2,4,2,1,2,3,4,2,4,5,4,5,3,2,1,4,4,1,2,3,1,2,4,4,3,2,5,3,9/5/13 21:22,50,27.77777778,53.84615385,30.76923077,66.66666667,33.33333333,75,25,62.5,12.5,50,25,50,16.66666667,28.57142857,42.85714286,50,33.33333333,42.85714286,42.85714286
149008859,4,4,4,3,3,2,4,4,4,3,4,3,2,4,4,4,2,4,4,3,3,4,2,4,4,4,4,4,2,4,4,2,3,4,2,4,4,2,4,2,4,4,9/6/13 2:05,69.44444444,16.66666667,80.76923077,11.53846154,100,0,100,0,100,0,100,0,50,16.66666667,100,0,50,16.66666667,28.57142857,42.85714286
152002121,3,5,4,5,1,1,3,5,5,1,5,5,5,3,3,4,4,4,2,2,4,3,3,3,5,4,4,4,4,4,4,5,5,4,4,5,5,5,5,3,4,3,9/6/13 2:21,47.22222222,30.55555556,50,19.23076923,83.33333333,0,75,25,50,12.5,50,0,50,16.66666667,42.85714286,14.28571429,33.33333333,50,28.57142857,28.57142857
151007789,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9/6/13 10:05,51.42857143,48.57142857,60,40,100,0,75,25,75,25,75,25,40,60,71.42857143,28.57142857,0,100,0,100
152000282,3,2,3,4,2,2,3,5,4,4,4,4,4,4,4,4,2,2,4,4,3,3,2,3,4,4,2,3,2,4,4,3,4,4,2,3,2,4,3,2,3,3,9/6/13 15:25,52.77777778,19.44444444,50,11.53846154,66.66666667,0,50,25,75,12.5,100,0,66.66666667,0,28.57142857,0,33.33333333,16.66666667,42.85714286,14.28571429
147004734,3,2,4,3,4,2,2,4,3,4,2,2,3,3,4,2,3,4,2,4,2,3,2,3,4,2,3,4,3,4,3,3,3,4,2,3,2,3,2,3,3,2,9/6/13 16:31,30.55555556,36.11111111,38.46153846,30.76923077,66.66666667,16.66666667,75,25,37.5,37.5,50,25,50,16.66666667,14.28571429,42.85714286,33.33333333,16.66666667,28.57142857,28.57142857
150005782,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/6/13 23:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001780,4,3,1,4,5,1,4,1,1,2,4,5,3,4,3,3,3,2,5,3,3,3,2,5,4,5,4,4,4,3,4,1,4,2,2,1,2,2,3,4,5,4,9/7/13 15:41,41.66666667,30.55555556,46.15384615,26.92307692,66.66666667,16.66666667,50,25,37.5,25,0,50,16.66666667,50,71.42857143,14.28571429,33.33333333,33.33333333,28.57142857,42.85714286
151005708,2,4,4,4,2,3,3,5,3,2,4,3,3,3,3,4,2,2,4,2,3,2,1,3,4,3,1,4,2,4,4,3,2,4,1,3,4,5,4,2,4,3,9/7/13 18:49,66.66666667,2.777777778,57.69230769,3.846153846,83.33333333,0,100,0,50,0,75,0,83.33333333,0,42.85714286,0,33.33333333,0,57.14285714,14.28571429
153002842,3,5,4,4,3,2,2,2,0,2,4,4,2,5,2,4,1,2,3,2,2,2,2,3,3,5,3,5,1,5,4,2,2,4,2,3,4,3,3,2,5,4,9/7/13 19:59,69.44444444,5.555555556,73.07692308,3.846153846,83.33333333,0,100,0,75,12.5,75,25,66.66666667,0,57.14285714,0,66.66666667,0,71.42857143,0
153001833,3,3,2,4,3,4,3,4,2,2,5,5,3,2,4,5,1,1,4,1,3,3,4,5,3,5,2,4,2,5,4,2,2,3,2,3,4,3,4,2,5,4,9/7/13 22:26,55.55555556,16.66666667,50,19.23076923,50,33.33333333,100,0,62.5,0,75,0,16.66666667,0,71.42857143,14.28571429,16.66666667,16.66666667,14.28571429,28.57142857
145004761,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,5,3,9/8/13 9:07,5.555555556,5.555555556,3.846153846,7.692307692,0,16.66666667,0,0,0,0,0,0,0,0,0,14.28571429,16.66666667,0,14.28571429,0
153003316,4,3,5,5,3,3,2,5,2,3,5,5,3,4,5,5,1,2,5,2,2,4,2,5,5,5,4,5,1,5,4,1,4,3,1,3,5,5,4,2,3,5,9/8/13 9:25,66.66666667,13.88888889,69.23076923,11.53846154,100,0,100,0,75,0,75,0,50,16.66666667,85.71428571,0,33.33333333,16.66666667,28.57142857,42.85714286
153001329,5,4,4,3,5,1,5,4,3,3,3,3,4,3,4,4,3,4,3,4,2,3,4,3,4,3,4,3,4,4,4,4,5,4,3,2,4,3,4,3,4,5,9/8/13 13:39,33.33333333,30.55555556,42.30769231,26.92307692,50,0,50,0,62.5,12.5,75,0,50,16.66666667,28.57142857,42.85714286,33.33333333,66.66666667,28.57142857,42.85714286
146001872,3,3,4,2,1,3,2,4,2,2,3,4,2,2,4,5,3,1,2,1,2,4,1,3,4,4,5,3,1,3,4,2,2,5,2,4,2,4,3,1,4,4,9/8/13 13:43,55.55555556,19.44444444,57.69230769,15.38461538,33.33333333,16.66666667,25,25,100,0,100,0,83.33333333,16.66666667,57.14285714,0,66.66666667,0,42.85714286,28.57142857
152005944,2,5,2,4,2,1,4,5,3,2,3,4,1,5,5,4,2,1,4,3,2,4,2,4,5,4,3,4,2,5,4,2,4,4,1,1,4,5,4,1,3,4,9/8/13 14:06,77.77777778,13.88888889,80.76923077,15.38461538,66.66666667,16.66666667,100,0,100,0,100,0,83.33333333,16.66666667,71.42857143,14.28571429,100,0,71.42857143,28.57142857
151003982,4,4,4,4,2,2,2,3,5,2,5,4,2,4,4,4,3,3,4,2,2,2,2,5,4,4,4,5,2,4,4,1,2,4,2,4,4,3,4,2,3,3,9/8/13 19:07,77.77777778,8.333333333,88.46153846,3.846153846,100,0,100,0,87.5,0,100,0,100,0,85.71428571,0,83.33333333,16.66666667,71.42857143,14.28571429
150006851,3,3,4,5,3,3,4,4,4,2,4,4,2,4,4,4,3,3,4,2,1,2,2,4,3,4,3,4,1,5,4,1,1,3,4,4,4,3,4,2,3,3,9/9/13 1:30,61.11111111,8.333333333,69.23076923,7.692307692,83.33333333,0,75,25,62.5,0,75,0,50,0,85.71428571,0,50,0,42.85714286,14.28571429
151006661,2,4,4,2,3,2,3,4,4,2,0,4,4,4,4,4,2,4,4,2,2,4,2,3,4,4,3,3,2,4,4,2,4,4,2,3,3,4,3,2,4,4,9/9/13 1:31,65.71428571,14.28571429,64,12,80,0,50,0,87.5,12.5,100,0,66.66666667,16.66666667,50,0,66.66666667,16.66666667,57.14285714,28.57142857
151000395,4,4,3,4,2,1,3,4,4,2,4,4,3,3,4,4,4,3,3,2,4,4,2,5,4,4,4,4,2,4,4,2,3,3,2,3,4,2,4,3,4,4,9/9/13 8:01,55.55555556,22.22222222,61.53846154,15.38461538,66.66666667,0,100,0,62.5,0,50,0,33.33333333,33.33333333,85.71428571,0,50,33.33333333,28.57142857,57.14285714
151003455,2,5,3,5,3,1,1,5,2,1,5,4,2,2,5,5,1,3,3,1,4,3,1,5,5,5,1,4,2,4,4,1,3,4,1,5,3,4,5,2,4,4,9/9/13 9:33,72.22222222,11.11111111,73.07692308,11.53846154,66.66666667,16.66666667,75,0,100,0,100,0,50,16.66666667,100,0,66.66666667,16.66666667,42.85714286,28.57142857
151006083,3,3,4,2,4,3,2,3,1,1,5,2,3,4,2,5,2,5,4,2,1,2,3,2,5,5,2,5,1,5,4,1,3,3,1,5,3,3,5,1,5,4,9/9/13 16:27,63.88888889,11.11111111,61.53846154,11.53846154,100,0,75,0,62.5,12.5,50,25,66.66666667,16.66666667,71.42857143,14.28571429,33.33333333,16.66666667,42.85714286,14.28571429
152000818,4,1,4,4,4,3,3,5,5,4,5,3,1,5,4,5,3,1,5,1,1,3,3,5,5,5,5,5,1,5,4,1,4,3,1,3,4,3,4,1,2,3,9/9/13 17:11,58.33333333,16.66666667,65.38461538,11.53846154,100,0,100,0,75,0,75,0,50,16.66666667,57.14285714,0,50,33.33333333,28.57142857,42.85714286
150008707,3,5,2,4,3,2,4,4,4,3,5,3,2,4,3,4,2,4,5,1,3,3,3,4,4,3,3,4,2,4,4,2,4,3,2,3,4,3,3,3,4,4,9/9/13 17:29,50,8.333333333,50,7.692307692,83.33333333,16.66666667,100,0,50,0,25,0,16.66666667,0,57.14285714,0,50,0,14.28571429,14.28571429
152005828,3,3,3,3,3,3,3,3,4,3,2,3,3,4,4,2,3,5,0,4,2,1,4,5,3,3,3,3,3,2,4,3,3,4,2,2,3,4,4,5,5,3,9/9/13 20:20,25.71428571,22.85714286,30.76923077,23.07692308,16.66666667,33.33333333,25,25,25,25,50,50,50,16.66666667,28.57142857,42.85714286,16.66666667,0,28.57142857,14.28571429
151007134,4,5,3,5,1,3,3,5,4,3,4,5,4,5,5,5,2,3,5,1,5,5,1,4,2,4,3,5,1,5,4,2,3,4,1,2,1,4,3,3,5,5,9/9/13 21:34,55.55555556,25,53.84615385,30.76923077,66.66666667,16.66666667,75,25,62.5,25,75,0,33.33333333,50,71.42857143,14.28571429,33.33333333,50,14.28571429,57.14285714
153004702,4,3,2,3,4,3,3,3,4,4,3,4,3,3,3,2,3,4,2,1,3,4,3,4,3,3,3,3,2,3,4,3,3,3,3,3,2,3,3,4,4,3,9/9/13 21:54,8.333333333,30.55555556,3.846153846,26.92307692,0,16.66666667,0,25,0,25,0,50,0,50,14.28571429,0,0,33.33333333,0,57.14285714
145005826,3,5,5,5,5,2,3,4,4,3,4,5,3,4,2,5,5,3,4,2,4,4,4,4,4,4,4,4,2,4,4,2,3,3,1,3,4,4,3,3,5,5,9/9/13 22:49,52.77777778,25,53.84615385,23.07692308,100,0,100,0,50,12.5,25,25,16.66666667,50,57.14285714,14.28571429,33.33333333,33.33333333,14.28571429,57.14285714
150006755,1,5,4,5,2,4,3,5,4,2,5,4,1,5,5,5,3,2,5,1,1,4,1,5,4,5,3,5,1,5,4,1,2,4,1,4,4,2,1,1,2,5,9/10/13 0:34,77.77777778,16.66666667,84.61538462,15.38461538,100,0,100,0,100,0,100,0,83.33333333,16.66666667,85.71428571,14.28571429,83.33333333,16.66666667,57.14285714,42.85714286
152001589,3,4,4,5,2,2,3,3,5,3,4,2,3,5,4,5,2,2,5,2,3,3,1,5,5,3,3,4,1,5,4,1,4,5,1,4,3,3,4,1,5,5,9/10/13 1:19,72.22222222,0,73.07692308,0,100,0,75,0,75,0,100,0,66.66666667,0,100,0,50,0,42.85714286,0
147008957,3,4,2,5,4,1,3,5,3,1,2,4,3,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,9/10/13 11:24,11.11111111,25,7.692307692,23.07692308,0,50,0,0,12.5,12.5,0,25,0,33.33333333,14.28571429,14.28571429,16.66666667,16.66666667,14.28571429,42.85714286
152004751,1,1,1,0,3,1,2,5,0,0,0,1,1,5,5,5,5,1,5,1,1,0,1,5,5,5,3,5,1,5,4,1,5,5,1,5,1,4,5,1,3,5,9/10/13 13:12,78.78787879,15.15151515,83.33333333,12.5,80,20,75,25,100,0,100,0,80,0,100,0,83.33333333,0,66.66666667,16.66666667
150009223,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9/10/13 13:18,51.42857143,48.57142857,57.69230769,42.30769231,100,0,75,25,75,25,75,25,33.33333333,66.66666667,71.42857143,28.57142857,0,100,0,100
152002121,5,4,3,5,2,4,2,3,3,1,5,2,3,3,1,5,4,3,3,4,4,1,3,2,5,3,3,3,5,2,4,2,3,1,4,4,2,3,4,1,4,4,9/10/13 14:16,36.11111111,33.33333333,38.46153846,34.61538462,33.33333333,16.66666667,0,75,50,25,50,50,66.66666667,33.33333333,71.42857143,14.28571429,33.33333333,50,42.85714286,42.85714286
152008872,3,4,3,4,2,2,1,2,4,3,5,4,4,3,3,4,3,3,4,3,2,3,3,3,4,4,4,4,2,4,4,0,4,4,2,3,4,2,4,2,3,4,9/10/13 15:14,54.28571429,11.42857143,64,4,66.66666667,0,100,0,75,12.5,75,0,83.33333333,0,50,0,60,20,71.42857143,0
152003242,4,4,2,3,2,3,3,3,0,2,4,5,2,4,3,5,2,3,3,2,4,3,2,4,2,2,4,4,1,4,4,2,3,3,4,2,5,2,2,1,2,3,9/10/13 15:17,47.22222222,30.55555556,46.15384615,30.76923077,66.66666667,33.33333333,75,25,37.5,25,50,0,33.33333333,33.33333333,57.14285714,28.57142857,50,33.33333333,28.57142857,28.57142857
141007206,3,5,1,5,3,2,2,5,5,1,4,4,4,2,5,4,3,3,2,2,1,4,1,5,3,5,5,4,1,5,4,1,5,4,1,2,4,4,5,1,3,4,9/10/13 15:27,61.11111111,25,65.38461538,23.07692308,50,33.33333333,100,0,75,12.5,100,0,50,16.66666667,85.71428571,14.28571429,50,16.66666667,42.85714286,28.57142857
151002128,3,4,4,5,4,2,2,3,4,1,0,5,2,3,5,5,3,3,5,2,2,3,4,2,5,5,3,0,5,3,4,3,2,4,4,2,4,4,3,3,4,2,9/10/13 17:20,44.11764706,23.52941176,41.66666667,25,50,0,33.33333333,33.33333333,75,12.5,75,0,50,16.66666667,0,66.66666667,50,16.66666667,28.57142857,14.28571429
151002128,3,4,4,5,4,2,2,3,4,1,0,5,2,3,5,5,3,3,5,2,2,3,4,2,5,5,3,0,5,3,4,3,2,4,4,2,4,4,3,3,4,2,9/10/13 17:20,44.11764706,23.52941176,41.66666667,25,50,0,33.33333333,33.33333333,75,12.5,75,0,50,16.66666667,0,66.66666667,50,16.66666667,28.57142857,14.28571429
150005354,3,4,4,4,4,3,2,4,2,2,3,4,3,4,4,4,3,3,3,3,2,3,2,4,4,4,4,4,3,4,4,3,4,4,1,3,4,2,3,3,3,4,9/10/13 17:21,47.22222222,13.88888889,57.69230769,7.692307692,83.33333333,0,100,0,75,0,75,0,50,16.66666667,42.85714286,0,16.66666667,16.66666667,14.28571429,28.57142857
152001067,5,4,4,3,2,4,3,3,2,3,4,5,2,2,3,2,3,2,4,3,4,4,3,4,3,4,2,3,1,3,4,3,3,3,2,2,4,4,3,3,4,3,9/10/13 17:48,38.88888889,22.22222222,30.76923077,26.92307692,33.33333333,16.66666667,50,0,25,12.5,0,25,16.66666667,33.33333333,28.57142857,14.28571429,33.33333333,50,14.28571429,57.14285714
