ID,QP1,QP2,QP3,QP4,QP5,QP6,QP7,QP8,QP9,QP10,QP11,QP12,QP13,QP14,QP15,QP16,QP17,QP18,QP19,QP20,QP21,QP22,QP23,QP24,QP25,QP26,QP27,QP28,QP29,QP30,QP31,QP32,QP33,QP34,QP35,QP36,QP37,QP38,QP39,QP40,QP41,QP42,QPTIME
151000908,4,3,3,4,2,1,1,5,5,1,3,5,3,4,5,1,1,5,5,1,4,3,1,5,3,4,3,5,2,4,4,2,4,1,2,5,4,1,4,5,5,4,9/4/13 15:11
150006156,2,4,5,3,2,3,3,5,4,1,5,2,1,5,2,4,3,3,4,1,3,2,1,4,3,4,3,4,1,5,0,2,3,5,4,5,4,4,4,1,5,3,9/4/13 15:40
152009249,3,4,4,4,3,3,3,3,4,3,3,4,3,4,3,3,3,4,3,2,2,4,2,4,3,4,3,3,2,4,4,2,3,3,2,3,3,2,3,2,3,3,9/4/13 15:45
154007338,3,5,5,5,1,1,4,2,5,1,5,3,3,4,4,5,1,3,3,1,1,1,2,5,5,5,4,5,1,5,4,1,3,4,1,4,4,3,4,1,4,5,9/4/13 15:50
152008638,4,4,3,4,3,3,3,5,1,2,5,5,3,5,3,4,4,3,5,2,5,3,2,4,5,5,4,5,1,4,4,1,5,4,3,2,2,3,3,4,3,3,9/4/13 16:15
151002146,4,4,4,5,2,1,4,3,4,1,5,5,4,3,4,4,2,5,2,4,3,2,2,5,2,4,1,4,1,5,4,1,5,4,1,3,4,4,4,3,4,3,9/4/13 16:28
150008512,4,5,5,4,5,4,3,4,3,2,5,5,5,5,4,5,3,2,4,3,2,4,2,5,4,5,1,5,3,5,4,1,5,2,1,2,5,5,5,2,3,4,9/4/13 18:00
152009139,1,5,2,5,3,3,2,5,4,2,4,3,2,5,4,1,1,2,3,1,4,2,3,4,4,4,2,4,1,4,4,2,2,3,2,4,2,3,3,2,3,3,9/4/13 18:08
154000107,2,4,5,3,2,1,1,4,3,1,5,4,1,1,4,5,1,1,4,2,3,2,1,4,5,5,1,5,1,5,4,1,1,4,1,2,5,5,4,3,5,4,9/4/13 18:27
152000780,4,4,2,4,3,1,3,4,3,3,4,5,2,4,4,5,2,3,4,1,4,3,1,4,1,3,5,3,1,5,4,2,5,3,1,3,2,3,4,1,3,4,9/4/13 18:51
151000285,5,5,5,3,3,2,4,5,5,1,5,5,1,5,5,5,3,4,5,2,2,2,2,2,4,5,5,5,2,4,4,2,2,4,3,3,5,3,4,2,3,3,9/4/13 19:04
145008394,3,4,2,5,5,3,3,5,3,3,0,3,3,4,2,4,2,4,2,3,3,4,4,2,4,4,2,0,2,2,4,2,4,3,2,2,4,3,4,2,3,4,9/4/13 19:13
152008111,2,2,5,4,3,4,5,5,4,1,5,5,2,4,1,5,4,1,5,5,4,5,1,5,5,5,2,4,1,5,4,2,4,1,3,4,1,5,4,2,5,4,9/4/13 20:48
150007402,3,5,2,5,3,3,4,4,3,3,5,5,4,4,3,2,2,3,3,2,4,3,4,3,4,4,3,4,5,0,3,4,4,3,4,4,4,4,4,3,4,4,9/4/13 20:51
150001995,2,5,5,3,4,2,3,3,1,1,5,4,2,4,4,2,1,3,4,2,5,4,2,4,4,3,1,4,2,4,4,2,4,3,1,3,4,3,2,2,5,3,9/4/13 20:59
152003381,4,3,4,4,3,1,3,5,2,1,5,5,1,3,4,5,2,3,4,2,3,4,4,4,4,5,1,5,2,4,4,1,2,2,2,3,4,4,4,3,3,3,9/4/13 21:06
153002455,5,4,3,5,3,4,3,4,3,3,5,5,5,4,4,2,2,1,4,5,5,4,2,5,1,4,4,5,1,3,4,1,1,2,1,3,4,3,3,4,5,4,9/4/13 21:19
146007085,3,2,4,4,3,3,3,3,2,2,4,4,4,3,4,4,3,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/5/13 0:37
151006644,1,5,4,5,2,1,1,4,4,1,5,5,4,5,5,3,1,5,5,1,2,4,1,5,5,5,4,5,1,5,4,1,2,5,1,5,4,1,4,2,5,5,9/5/13 2:07
145002276,4,4,4,5,5,2,3,4,5,2,5,5,1,5,4,4,1,2,5,2,2,4,1,5,4,5,2,5,2,4,4,2,4,4,1,4,4,2,5,1,3,4,9/5/13 9:35
153000277,2,3,2,4,1,4,5,4,3,0,4,5,4,5,5,4,3,3,3,1,2,3,1,5,5,3,5,5,1,4,4,1,1,4,2,4,2,3,5,1,4,4,9/5/13 10:00
150009946,5,5,3,5,2,3,5,3,5,2,5,5,4,5,5,5,1,1,5,1,3,4,1,5,4,5,5,5,1,5,4,1,1,3,1,5,5,3,4,2,4,5,9/5/13 17:32
145004925,4,5,4,4,5,5,2,5,3,1,3,2,1,3,5,5,1,5,4,2,1,3,1,5,2,4,3,4,1,5,4,1,4,5,1,5,4,1,4,1,4,4,9/5/13 21:21
153004280,5,3,4,1,3,1,5,5,4,3,2,4,2,5,2,4,2,1,2,3,4,2,4,5,4,5,3,2,1,4,4,1,2,3,1,2,4,4,3,2,5,3,9/5/13 21:22
149008859,4,4,4,3,3,2,4,4,4,3,4,3,2,4,4,4,2,4,4,3,3,4,2,4,4,4,4,4,2,4,4,2,3,4,2,4,4,2,4,2,4,4,9/6/13 2:05
152002121,3,5,4,5,1,1,3,5,5,1,5,5,5,3,3,4,4,4,2,2,4,3,3,3,5,4,4,4,4,4,4,5,5,4,4,5,5,5,5,3,4,3,9/6/13 2:21
151007789,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9/6/13 10:05
152000282,3,2,3,4,2,2,3,5,4,4,4,4,4,4,4,4,2,2,4,4,3,3,2,3,4,4,2,3,2,4,4,3,4,4,2,3,2,4,3,2,3,3,9/6/13 15:25
147004734,3,2,4,3,4,2,2,4,3,4,2,2,3,3,4,2,3,4,2,4,2,3,2,3,4,2,3,4,3,4,3,3,3,4,2,3,2,3,2,3,3,2,9/6/13 16:31
150005782,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/6/13 23:54
151001780,4,3,1,4,5,1,4,1,1,2,4,5,3,4,3,3,3,2,5,3,3,3,2,5,4,5,4,4,4,3,4,1,4,2,2,1,2,2,3,4,5,4,9/7/13 15:41
151005708,2,4,4,4,2,3,3,5,3,2,4,3,3,3,3,4,2,2,4,2,3,2,1,3,4,3,1,4,2,4,4,3,2,4,1,3,4,5,4,2,4,3,9/7/13 18:49
153002842,3,5,4,4,3,2,2,2,0,2,4,4,2,5,2,4,1,2,3,2,2,2,2,3,3,5,3,5,1,5,4,2,2,4,2,3,4,3,3,2,5,4,9/7/13 19:59
153001833,3,3,2,4,3,4,3,4,2,2,5,5,3,2,4,5,1,1,4,1,3,3,4,5,3,5,2,4,2,5,4,2,2,3,2,3,4,3,4,2,5,4,9/7/13 22:26
145004761,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,5,3,9/8/13 9:07
153003316,4,3,5,5,3,3,2,5,2,3,5,5,3,4,5,5,1,2,5,2,2,4,2,5,5,5,4,5,1,5,4,1,4,3,1,3,5,5,4,2,3,5,9/8/13 9:25
153001329,5,4,4,3,5,1,5,4,3,3,3,3,4,3,4,4,3,4,3,4,2,3,4,3,4,3,4,3,4,4,4,4,5,4,3,2,4,3,4,3,4,5,9/8/13 13:39
146001872,3,3,4,2,1,3,2,4,2,2,3,4,2,2,4,5,3,1,2,1,2,4,1,3,4,4,5,3,1,3,4,2,2,5,2,4,2,4,3,1,4,4,9/8/13 13:43
152005944,2,5,2,4,2,1,4,5,3,2,3,4,1,5,5,4,2,1,4,3,2,4,2,4,5,4,3,4,2,5,4,2,4,4,1,1,4,5,4,1,3,4,9/8/13 14:06
151003982,4,4,4,4,2,2,2,3,5,2,5,4,2,4,4,4,3,3,4,2,2,2,2,5,4,4,4,5,2,4,4,1,2,4,2,4,4,3,4,2,3,3,9/8/13 19:07
150006851,3,3,4,5,3,3,4,4,4,2,4,4,2,4,4,4,3,3,4,2,1,2,2,4,3,4,3,4,1,5,4,1,1,3,4,4,4,3,4,2,3,3,9/9/13 1:30
151006661,2,4,4,2,3,2,3,4,4,2,0,4,4,4,4,4,2,4,4,2,2,4,2,3,4,4,3,3,2,4,4,2,4,4,2,3,3,4,3,2,4,4,9/9/13 1:31
151000395,4,4,3,4,2,1,3,4,4,2,4,4,3,3,4,4,4,3,3,2,4,4,2,5,4,4,4,4,2,4,4,2,3,3,2,3,4,2,4,3,4,4,9/9/13 8:01
151003455,2,5,3,5,3,1,1,5,2,1,5,4,2,2,5,5,1,3,3,1,4,3,1,5,5,5,1,4,2,4,4,1,3,4,1,5,3,4,5,2,4,4,9/9/13 9:33
151006083,3,3,4,2,4,3,2,3,1,1,5,2,3,4,2,5,2,5,4,2,1,2,3,2,5,5,2,5,1,5,4,1,3,3,1,5,3,3,5,1,5,4,9/9/13 16:27
152000818,4,1,4,4,4,3,3,5,5,4,5,3,1,5,4,5,3,1,5,1,1,3,3,5,5,5,5,5,1,5,4,1,4,3,1,3,4,3,4,1,2,3,9/9/13 17:11
150008707,3,5,2,4,3,2,4,4,4,3,5,3,2,4,3,4,2,4,5,1,3,3,3,4,4,3,3,4,2,4,4,2,4,3,2,3,4,3,3,3,4,4,9/9/13 17:29
152005828,3,3,3,3,3,3,3,3,4,3,2,3,3,4,4,2,3,5,0,4,2,1,4,5,3,3,3,3,3,2,4,3,3,4,2,2,3,4,4,5,5,3,9/9/13 20:20
151007134,4,5,3,5,1,3,3,5,4,3,4,5,4,5,5,5,2,3,5,1,5,5,1,4,2,4,3,5,1,5,4,2,3,4,1,2,1,4,3,3,5,5,9/9/13 21:34
153004702,4,3,2,3,4,3,3,3,4,4,3,4,3,3,3,2,3,4,2,1,3,4,3,4,3,3,3,3,2,3,4,3,3,3,3,3,2,3,3,4,4,3,9/9/13 21:54
145005826,3,5,5,5,5,2,3,4,4,3,4,5,3,4,2,5,5,3,4,2,4,4,4,4,4,4,4,4,2,4,4,2,3,3,1,3,4,4,3,3,5,5,9/9/13 22:49
150006755,1,5,4,5,2,4,3,5,4,2,5,4,1,5,5,5,3,2,5,1,1,4,1,5,4,5,3,5,1,5,4,1,2,4,1,4,4,2,1,1,2,5,9/10/13 0:34
152001589,3,4,4,5,2,2,3,3,5,3,4,2,3,5,4,5,2,2,5,2,3,3,1,5,5,3,3,4,1,5,4,1,4,5,1,4,3,3,4,1,5,5,9/10/13 1:19
147008957,3,4,2,5,4,1,3,5,3,1,2,4,3,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,9/10/13 11:24
152004751,1,1,1,0,3,1,2,5,0,0,0,1,1,5,5,5,5,1,5,1,1,0,1,5,5,5,3,5,1,5,4,1,5,5,1,5,1,4,5,1,3,5,9/10/13 13:12
150009223,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9/10/13 13:18
152002121,5,4,3,5,2,4,2,3,3,1,5,2,3,3,1,5,4,3,3,4,4,1,3,2,5,3,3,3,5,2,4,2,3,1,4,4,2,3,4,1,4,4,9/10/13 14:16
152008872,3,4,3,4,2,2,1,2,4,3,5,4,4,3,3,4,3,3,4,3,2,3,3,3,4,4,4,4,2,4,4,0,4,4,2,3,4,2,4,2,3,4,9/10/13 15:14
152003242,4,4,2,3,2,3,3,3,0,2,4,5,2,4,3,5,2,3,3,2,4,3,2,4,2,2,4,4,1,4,4,2,3,3,4,2,5,2,2,1,2,3,9/10/13 15:17
141007206,3,5,1,5,3,2,2,5,5,1,4,4,4,2,5,4,3,3,2,2,1,4,1,5,3,5,5,4,1,5,4,1,5,4,1,2,4,4,5,1,3,4,9/10/13 15:27
151002128,3,4,4,5,4,2,2,3,4,1,0,5,2,3,5,5,3,3,5,2,2,3,4,2,5,5,3,0,5,3,4,3,2,4,4,2,4,4,3,3,4,2,9/10/13 17:20
151002128,3,4,4,5,4,2,2,3,4,1,0,5,2,3,5,5,3,3,5,2,2,3,4,2,5,5,3,0,5,3,4,3,2,4,4,2,4,4,3,3,4,2,9/10/13 17:20
150005354,3,4,4,4,4,3,2,4,2,2,3,4,3,4,4,4,3,3,3,3,2,3,2,4,4,4,4,4,3,4,4,3,4,4,1,3,4,2,3,3,3,4,9/10/13 17:21
152001067,5,4,4,3,2,4,3,3,2,3,4,5,2,2,3,2,3,2,4,3,4,4,3,4,3,4,2,3,1,3,4,3,3,3,2,2,4,4,3,3,4,3,9/10/13 17:48
151004832,5,5,3,5,4,3,3,4,2,2,4,5,1,4,4,0,0,3,5,4,4,3,3,4,4,4,3,4,2,4,3,2,3,4,2,4,3,4,4,3,4,3,9/10/13 18:03
152009135,4,5,5,4,2,2,4,2,4,1,5,5,1,4,4,5,2,3,4,1,2,3,2,5,4,5,2,5,1,5,4,1,2,4,1,4,4,5,3,1,5,5,9/10/13 19:19
147000423,3,4,4,5,4,2,3,3,2,3,2,4,3,5,4,5,1,4,4,2,2,3,3,2,2,2,4,5,1,3,4,2,3,2,3,4,3,1,4,3,0,4,9/10/13 19:26
154000462,2,5,4,5,3,1,2,4,4,2,5,4,2,3,4,5,1,1,2,2,2,2,2,4,4,5,1,5,2,3,4,5,4,4,1,2,3,3,4,1,1,4,9/10/13 19:57
153006715,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,2,3,3,3,0,2,4,3,0,4,3,4,3,4,3,4,2,5,4,3,4,3,9/10/13 23:49
151000285,4,4,4,5,2,2,3,4,4,1,4,3,2,0,4,4,1,4,4,2,4,3,2,3,3,4,5,5,2,4,4,4,2,2,2,3,4,3,4,2,4,4,9/11/13 0:25
146005110,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,3,3,3,3,2,3,4,2,3,3,2,3,3,3,3,3,3,3,9/11/13 0:51
149009759,4,5,5,5,5,2,4,5,4,3,5,5,2,5,3,4,2,2,3,1,2,2,1,4,3,4,4,5,1,5,4,1,2,3,1,3,4,4,5,2,3,4,9/11/13 12:57
146008273,3,5,3,4,2,2,2,4,3,2,4,4,2,4,4,4,3,4,4,2,3,4,2,3,3,4,2,3,1,5,4,2,5,3,3,4,4,3,4,2,4,4,9/11/13 14:28
152003762,2,2,5,4,4,1,5,5,5,1,5,2,1,4,4,5,2,5,4,1,4,2,1,5,3,5,1,5,1,5,4,2,2,5,1,2,5,1,5,1,5,4,9/11/13 15:39
152009323,4,5,3,5,4,4,2,4,3,1,5,5,4,5,4,4,3,2,4,1,2,4,2,5,3,4,5,4,3,5,4,1,4,5,4,0,2,2,4,1,3,4,9/11/13 17:20
,4,5,3,4,3,2,4,4,2,2,4,5,3,3,3,4,5,3,3,3,4,4,2,4,3,5,4,4,2,3,4,3,3,4,3,3,3,1,4,3,3,3,9/11/13 17:39
151003174,4,5,2,4,3,2,2,4,1,2,5,5,4,5,4,5,3,1,5,2,4,0,1,5,4,4,4,5,3,3,4,2,4,5,2,3,1,2,5,1,2,4,9/11/13 18:23
150006492,3,4,1,0,2,3,3,4,3,1,4,5,2,3,4,3,2,3,3,1,2,3,2,4,3,4,4,3,1,3,4,1,3,3,2,3,2,3,4,2,5,4,9/11/13 20:34
151008979,3,4,2,5,4,3,3,3,3,2,4,4,2,4,5,5,3,2,4,2,2,3,2,4,3,4,4,3,2,4,4,1,2,4,2,4,3,4,4,1,3,4,9/11/13 21:50
150009967,4,5,5,5,4,2,1,5,5,1,5,3,2,5,5,5,5,5,5,4,4,3,1,5,4,5,2,5,1,5,4,1,5,4,2,2,5,1,5,3,1,5,9/11/13 22:31
145009542,3,4,4,3,2,4,3,4,2,2,5,4,2,4,4,4,2,1,2,2,4,4,2,4,2,4,4,4,1,4,4,1,4,4,2,4,4,2,4,1,3,4,9/11/13 23:59
151004489,3,4,3,1,2,2,1,5,2,5,3,4,1,3,4,5,2,1,3,2,3,3,1,4,3,4,2,3,2,4,4,2,3,3,2,3,2,3,3,3,2,4,9/12/13 1:18
144008720,2,3,4,4,2,1,5,5,3,3,4,5,1,4,3,5,4,2,4,2,4,4,3,4,3,4,4,4,1,5,4,1,4,3,1,2,5,5,5,2,4,4,9/12/13 1:27
143007448,3,1,1,5,2,2,2,4,4,3,5,5,3,4,4,5,4,4,5,3,3,4,2,5,3,5,2,4,3,4,4,1,4,3,1,3,2,2,4,3,5,4,9/12/13 1:29
150006699,2,4,3,5,5,1,5,4,2,1,5,5,4,2,4,5,1,2,4,1,4,3,1,5,4,5,3,4,1,5,4,1,5,3,1,2,4,5,0,1,3,4,9/12/13 2:01
,3,4,5,5,3,5,2,4,5,1,5,1,1,5,5,5,4,5,5,1,1,1,1,5,5,5,5,5,1,5,4,1,5,5,1,5,5,3,5,1,5,5,9/12/13 10:17
148007153,1,4,4,4,3,2,3,3,2,1,4,5,2,3,4,4,2,2,3,3,2,3,1,3,4,4,4,4,2,4,4,3,2,3,1,3,2,4,3,2,3,2,9/12/13 11:02
151003979,1,5,5,4,1,1,2,3,4,1,5,2,1,5,5,5,1,4,5,2,0,2,1,5,5,5,1,5,1,5,4,2,5,4,5,4,4,4,5,2,3,5,9/12/13 11:27
152003263,4,3,5,4,4,4,4,4,3,3,5,4,3,4,3,4,3,2,5,4,2,4,3,4,3,4,4,5,2,4,4,3,4,3,1,4,3,4,4,3,4,5,9/12/13 14:29
57000904,1,5,5,5,5,2,3,2,2,1,4,4,5,5,5,5,1,1,3,1,3,1,2,4,5,4,3,5,1,5,4,2,1,2,1,1,5,1,3,4,3,3,9/12/13 16:07
150009946,4,5,3,5,1,3,5,5,5,1,5,5,1,5,0,5,1,3,5,1,2,1,1,5,3,5,5,5,1,5,4,1,3,3,1,5,5,5,2,1,3,5,9/12/13 19:56
152008897,4,5,4,5,2,3,3,5,5,1,5,5,2,5,4,5,3,2,3,1,4,2,2,5,5,4,5,5,1,5,4,5,1,2,5,4,5,4,5,1,1,5,9/12/13 20:49
153002734,4,4,3,3,2,3,3,4,3,1,5,5,2,4,3,3,2,3,4,3,4,4,2,4,4,4,3,4,2,3,4,2,4,4,2,2,3,2,3,3,4,4,9/12/13 23:01
151003354,3,1,5,5,3,1,3,5,5,1,5,5,5,5,3,5,1,1,1,1,5,3,5,5,5,5,3,3,3,3,3,1,4,5,3,3,3,3,4,4,2,3,9/13/13 13:33
151002728,2,3,5,4,3,2,2,3,3,2,5,3,2,3,4,4,2,2,4,2,3,2,3,3,3,3,2,5,1,3,4,2,3,2,4,1,3,4,3,3,4,3,9/13/13 13:39
151007789,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,4,4,3,4,2,4,4,9/13/13 15:39
151001171,5,5,4,5,5,4,5,5,5,2,4,5,5,5,4,5,5,4,3,5,5,3,4,4,2,2,4,4,3,5,4,5,5,5,4,5,4,4,5,5,5,4,9/15/13 17:05
138001938,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9/15/13 23:06
153004550,4,4,3,3,2,3,4,4,0,2,3,5,1,3,4,1,1,3,3,1,1,3,1,5,3,3,4,3,1,5,4,1,5,4,1,3,3,3,4,1,3,5,9/16/13 9:05
153002141,2,4,4,5,2,3,3,3,2,2,5,4,1,5,4,5,2,3,4,2,4,3,3,4,5,3,1,5,2,5,4,1,3,4,1,3,4,4,3,3,4,5,9/16/13 17:44
,3,3,4,5,1,2,4,5,4,4,5,3,5,3,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,3,5,5,5,5,5,4,4,5,9/16/13 18:31
153000627,3,2,1,5,3,2,4,4,2,3,5,5,5,3,4,5,3,1,5,3,4,4,1,5,3,4,5,3,2,4,4,1,3,3,2,5,1,3,4,2,3,4,9/17/13 8:29
147002356,2,4,3,4,3,2,5,4,4,2,4,2,2,4,4,2,3,1,3,5,5,3,2,4,2,5,5,3,5,1,4,2,4,3,3,4,1,5,4,3,4,2,9/17/13 13:48
152003463,3,3,4,3,3,1,3,4,4,2,5,4,1,4,4,4,2,3,4,2,2,2,1,5,5,4,3,5,1,4,4,1,2,3,1,3,4,4,4,1,4,2,9/18/13 9:17
152002372,2,4,3,4,1,2,3,4,4,2,5,2,1,4,4,5,2,2,4,2,4,2,1,5,5,5,1,4,1,4,4,2,2,4,2,3,3,4,3,2,4,4,9/18/13 14:13
142005361,4,4,5,4,4,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/18/13 21:59
150009137,4,2,3,5,3,1,5,5,2,1,3,3,2,4,2,3,4,5,2,2,2,3,3,4,3,5,1,0,1,4,4,1,3,2,3,4,1,3,4,2,5,5,8/31/13 12:40
150004199,2,4,5,3,3,2,2,4,4,2,4,5,2,4,3,5,3,2,3,2,2,3,3,5,3,4,4,5,3,4,4,2,3,4,1,2,2,2,3,2,3,3,8/31/13 12:48
151000691,3,2,1,5,3,3,2,4,4,2,5,5,4,3,3,5,2,1,2,5,4,4,2,3,3,4,2,4,1,3,4,4,2,2,2,1,1,2,2,4,1,3,8/31/13 15:02
146008792,3,5,4,5,3,3,3,4,4,1,5,5,2,5,4,5,3,4,4,1,2,2,1,5,3,4,4,5,1,4,4,2,2,1,1,4,3,4,5,3,3,3,8/31/13 17:46
152007188,3,2,4,3,2,3,3,4,4,1,4,4,2,4,4,5,3,3,4,1,1,4,1,5,3,4,5,3,1,4,4,1,4,5,1,3,3,3,4,1,3,2,8/31/13 21:14
153004261,1,4,4,4,5,3,1,5,4,1,5,5,3,4,3,5,3,3,2,3,2,4,1,5,3,4,1,5,1,5,4,1,4,3,1,2,4,5,3,2,5,5,8/31/13 22:05
152004033,3,4,4,4,3,1,3,4,2,2,5,4,3,3,3,4,2,3,4,2,4,4,2,5,4,5,3,4,1,4,4,2,3,3,2,4,4,4,4,2,3,5,8/31/13 23:51
152004838,5,3,4,5,5,2,5,4,5,1,5,5,3,5,3,5,5,5,4,5,5,2,2,5,2,5,3,5,1,4,4,5,4,2,1,0,1,5,2,1,5,5,9/1/13 11:34
152002108,4,5,5,5,5,1,3,4,5,1,5,1,2,3,4,5,2,2,5,2,1,3,2,5,5,5,2,5,1,5,4,1,3,4,5,4,4,3,5,1,4,4,9/1/13 12:18
150004121,3,4,2,4,5,2,5,4,5,3,5,5,2,5,4,5,4,1,4,3,3,4,2,5,4,5,3,5,1,5,4,1,5,3,3,2,4,1,5,4,4,5,9/1/13 14:38
151000111,4,4,3,4,2,2,2,5,4,1,5,4,3,4,3,5,1,2,3,3,2,2,2,5,3,5,3,3,2,4,4,1,4,4,2,3,3,3,4,2,4,4,9/1/13 15:43
151002075,3,5,5,4,2,5,1,5,5,1,5,3,3,5,5,5,4,1,3,1,5,4,1,5,4,5,3,5,2,5,4,2,2,4,1,4,1,4,4,3,4,4,9/2/13 11:21
154007834,4,4,4,5,3,1,2,4,3,3,5,3,1,5,4,4,3,0,3,2,2,3,2,5,4,5,3,4,2,5,4,1,4,4,2,4,4,5,4,3,1,4,9/2/13 14:46
152003697,3,4,2,4,2,4,2,3,4,4,4,5,2,2,3,4,2,4,2,2,3,4,4,4,2,3,4,3,4,3,4,2,2,2,3,2,3,3,4,2,4,3,9/2/13 15:51
152001378,1,3,4,4,3,3,2,4,4,2,3,4,2,3,4,4,3,3,3,2,3,3,2,4,4,4,3,4,2,4,4,2,4,4,2,3,2,3,3,3,4,3,9/2/13 19:10
150001615,3,3,3,3,4,2,3,4,3,4,4,4,4,5,5,4,2,4,3,3,3,4,2,3,4,4,4,2,4,3,4,3,4,3,2,4,2,3,2,4,3,1,9/2/13 23:43
151004638,4,4,3,5,2,2,2,4,4,2,4,2,3,4,4,4,3,1,4,2,0,0,0,4,4,5,3,4,1,3,4,2,2,3,1,3,4,4,4,2,2,4,9/3/13 0:51
151004111,4,2,3,5,4,3,2,5,3,1,5,5,4,4,5,4,3,4,5,1,2,4,2,5,3,4,3,3,1,5,4,1,4,4,3,3,4,4,3,3,4,4,9/3/13 11:23
146002641,3,5,5,0,2,1,3,4,2,4,4,5,4,5,4,4,3,3,5,4,2,4,2,4,4,4,3,5,1,4,4,1,4,4,1,4,5,4,4,2,3,4,9/3/13 11:55
144003977,3,4,3,5,3,3,2,4,4,2,4,4,2,4,5,5,2,3,4,2,3,3,2,4,4,3,3,4,0,4,4,1,3,4,1,4,5,3,4,1,3,3,9/3/13 12:06
150005671,1,4,2,5,2,3,2,3,4,1,5,4,2,3,4,5,4,1,2,4,2,3,2,5,2,4,5,4,1,5,4,1,2,4,2,4,2,4,2,1,2,4,9/3/13 13:09
150005248,2,3,4,5,3,2,3,3,5,2,5,4,2,3,4,5,2,2,3,2,2,3,1,4,5,5,4,4,1,4,4,2,1,3,2,3,4,5,4,1,2,4,9/3/13 13:50
152006956,1,5,5,4,3,2,4,4,3,2,5,3,2,4,4,4,2,1,5,1,2,4,2,4,4,5,3,4,2,4,4,2,2,4,1,3,4,4,4,2,5,5,9/3/13 15:50
