ItemIndex,Item,Category,ME1,ME2,ME3,ME4,ME5,ME6,ME7,ME8,CH1,CH2,CH3,CH4,CH5,CH6,EM1,EM2,EM3,EM4,EM5,EM6,FC1
87,1STFCI24,FCI,,,,,,,,,,,,,,,,,,,,,
88,1STFCI25,FCI,,,,,,,,,,,,,,,,,,,,,
89,1STFCI26,FCI,,,,,,,,,,,,,,,,,,,,,
90,1STFCI27,FCI,,,,,,,,,,,,,,,,,,,,,
91,1STFCI28,FCI,,,,,,,,,,,,,,,,,,,,,
92,1STFCI29,FCI,,,,,,,,,,,,,,,,,,,,,
93,1STFCI30,FCI,,,,,,,,,,,,,,,,,,,,,
94,CCI1,CCI,,,,,,,,,9,9,9,9,9,9,,,,,,,
95,CCI2,CCI,,,,,,,,,10,10,10,10,10,10,,,,,,,
96,CCI3,CCI,,,,,,,,,11,11,11,11,11,11,,,,,,,
97,CCI4,CCI,,,,,,,,,12,12,12,12,12,12,,,,,,,
98,CCI5,CCI,,,,,,,,,13,13,13,13,13,13,,,,,,,
99,CCI6,CCI,,,,,,,,,14,14,14,14,14,14,,,,,,,
100,CCI7,CCI,,,,,,,,,15,15,15,15,15,15,,,,,,,
101,CCI8,CCI,,,,,,,,,16,16,16,16,16,16,,,,,,,
102,CCI9,CCI,,,,,,,,,17,17,17,17,17,17,,,,,,,
103,CCI10,CCI,,,,,,,,,18,18,18,18,18,18,,,,,,,
104,CCI11,CCI,,,,,,,,,19,19,19,19,19,19,,,,,,,
105,CCI12,CCI,,,,,,,,,20,20,20,20,20,20,,,,,,,
106,CCI13,CCI,,,,,,,,,21,21,21,21,21,21,,,,,,,
107,CCI14,CCI,,,,,,,,,22,22,22,22,22,22,,,,,,,
108,CCI15,CCI,,,,,,,,,23,23,23,23,23,23,,,,,,,
109,CCI16,CCI,,,,,,,,,24,24,24,24,24,24,,,,,,,
110,CCI17,CCI,,,,,,,,,25,25,25,25,25,25,,,,,,,
111,CCI18,CCI,,,,,,,,,26,26,26,26,26,26,,,,,,,
112,CCI19,CCI,,,,,,,,,27,27,27,27,27,27,,,,,,,
113,CCI20,CCI,,,,,,,,,28,28,28,28,28,28,,,,,,,
114,CCI21,CCI,,,,,,,,,29,29,29,29,29,29,,,,,,,
115,CCI22,CCI,,,,,,,,,30,30,30,30,30,30,,,,,,,
116,ACS1,ACS,,,,,,,,,,,,,,,,,,,,,
117,ACS2,ACS,,,,,,,,,,,,,,,,,,,,,
118,ACS3,ACS,,,,,,,,,,,,,,,,,,,,,
119,ACS4,ACS,,,,,,,,,,,,,,,,,,,,,
120,ACS5,ACS,,,,,,,,,,,,,,,,,,,,,
121,ACS6,ACS,,,,,,,,,,,,,,,,,,,,,
122,ACS7,ACS,,,,,,,,,,,,,,,,,,,,,
123,ACS8,ACS,,,,,,,,,,,,,,,,,,,,,
124,MBL1,MBL,,,,,,,,,,,,,,,,,,,,,
125,MBL2,MBL,,,,,,,,,,,,,,,,,,,,,
126,MBL3,MBL,,,,,,,,,,,,,,,,,,,,,
127,MBL4,MBL,,,,,,,,,,,,,,,,,,,,,
128,MBL5,MBL,,,,,,,,,,,,,,,,,,,,,
129,MBL6,MBL,,,,,,,,,,,,,,,,,,,,,
